Index,time,vl,vr,hl,hr
73,730.0,384.0,447.0,432.0,355.0
74,740.0,370.0,419.0,400.0,336.0
75,750.0,389.0,444.0,427.0,356.0
76,760.0,373.0,419.0,398.0,336.0
77,770.0,385.0,444.0,428.0,355.0
78,780.0,341.0,414.0,400.0,338.0
79,790.0,411.0,454.0,432.0,116.0
80,800.0,373.0,418.0,400.0,322.0
81,810.0,385.0,439.0,429.0,355.0
82,820.0,325.0,402.0,395.0,336.0
83,830.0,427.0,458.0,432.0,154.0
84,840.0,379.0,421.0,400.0,323.0
85,850.0,385.0,445.0,427.0,357.0
86,860.0,322.0,409.0,395.0,336.0
87,870.0,432.0,463.0,435.0,175.0
88,880.0,378.0,423.0,400.0,326.0
89,890.0,384.0,445.0,428.0,355.0
90,900.0,371.0,416.0,394.0,335.0
91,910.0,384.0,439.0,425.0,356.0
92,920.0,369.0,414.0,391.0,334.0
93,930.0,355.0,435.0,426.0,357.0
94,940.0,397.0,429.0,400.0,112.0
95,950.0,384.0,444.0,432.0,339.0
96,960.0,369.0,414.0,396.0,334.0
97,970.0,337.0,432.0,425.0,356.0
98,980.0,407.0,432.0,400.0,144.0
99,990.0,388.0,443.0,429.0,340.0
100,1000.0,370.0,416.0,396.0,336.0
101,1010.0,337.0,430.0,423.0,355.0
102,1020.0,368.0,419.0,401.0,310.0
103,1030.0,384.0,442.0,429.0,355.0
104,1040.0,369.0,414.0,393.0,335.0
105,1050.0,386.0,437.0,425.0,353.0
106,1060.0,371.0,415.0,396.0,336.0
107,1070.0,384.0,438.0,425.0,355.0
108,1080.0,341.0,410.0,398.0,336.0
109,1090.0,411.0,452.0,432.0,117.0
110,1100.0,371.0,417.0,400.0,322.0
111,1110.0,384.0,439.0,429.0,355.0
112,1120.0,323.0,402.0,393.0,336.0
113,1130.0,423.0,458.0,432.0,149.0
114,1140.0,375.0,418.0,400.0,323.0
115,1150.0,384.0,438.0,426.0,354.0
116,1160.0,320.0,400.0,397.0,336.0
117,1170.0,383.0,447.0,434.0,325.0
118,1180.0,368.0,418.0,400.0,334.0
119,1190.0,383.0,442.0,427.0,356.0
120,1200.0,370.0,416.0,394.0,334.0
121,1210.0,384.0,442.0,425.0,356.0
122,1220.0,368.0,416.0,394.0,335.0
123,1230.0,357.0,435.0,429.0,358.0
124,1240.0,398.0,430.0,400.0,112.0
125,1250.0,388.0,447.0,432.0,342.0
126,1260.0,369.0,417.0,396.0,335.0
127,1270.0,337.0,432.0,426.0,357.0
128,1280.0,409.0,432.0,401.0,144.0
129,1290.0,388.0,447.0,430.0,343.0
130,1300.0,370.0,418.0,396.0,334.0
131,1310.0,332.0,429.0,427.0,361.0
132,1320.0,368.0,419.0,400.0,306.0
133,1330.0,385.0,445.0,430.0,355.0
134,1340.0,369.0,417.0,397.0,336.0
135,1350.0,389.0,442.0,429.0,357.0
136,1360.0,372.0,416.0,396.0,336.0
137,1370.0,387.0,443.0,428.0,358.0
138,1380.0,342.0,413.0,400.0,336.0
139,1390.0,416.0,457.0,434.0,118.0
140,1400.0,375.0,419.0,401.0,322.0
141,1410.0,386.0,443.0,431.0,357.0
142,1420.0,327.0,405.0,399.0,337.0
143,1430.0,430.0,461.0,437.0,155.0
144,1440.0,379.0,421.0,400.0,324.0
145,1450.0,385.0,443.0,429.0,355.0
146,1460.0,326.0,400.0,394.0,335.0
147,1470.0,433.0,461.0,434.0,167.0
148,1480.0,380.0,422.0,400.0,325.0
149,1490.0,387.0,447.0,432.0,359.0
150,1500.0,375.0,419.0,397.0,335.0
151,1510.0,386.0,446.0,431.0,356.0
152,1520.0,371.0,421.0,399.0,336.0
153,1530.0,363.0,441.0,432.0,362.0
154,1540.0,400.0,433.0,404.0,112.0
155,1550.0,389.0,448.0,434.0,343.0
156,1560.0,373.0,417.0,398.0,336.0
157,1570.0,338.0,432.0,430.0,357.0
158,1580.0,410.0,433.0,402.0,144.0
159,1590.0,394.0,447.0,432.0,346.0
160,1600.0,371.0,417.0,400.0,335.0
161,1610.0,336.0,431.0,429.0,355.0
162,1620.0,369.0,422.0,402.0,321.0
163,1630.0,385.0,442.0,429.0,356.0
164,1640.0,369.0,418.0,397.0,336.0
165,1650.0,391.0,444.0,427.0,354.0
166,1660.0,369.0,416.0,394.0,335.0
167,1670.0,385.0,442.0,425.0,356.0
168,1680.0,349.0,414.0,397.0,336.0
169,1690.0,415.0,457.0,433.0,117.0
170,1700.0,374.0,421.0,400.0,320.0
171,1710.0,386.0,443.0,428.0,354.0
172,1720.0,326.0,403.0,394.0,336.0
173,1730.0,430.0,458.0,433.0,154.0
174,1740.0,379.0,422.0,400.0,325.0
175,1750.0,386.0,443.0,429.0,355.0
176,1760.0,320.0,410.0,398.0,336.0
177,1770.0,384.0,448.0,435.0,338.0
178,1780.0,371.0,417.0,400.0,336.0
179,1790.0,384.0,442.0,430.0,355.0
180,1800.0,377.0,418.0,395.0,334.0
181,1810.0,386.0,441.0,426.0,355.0
182,1820.0,371.0,417.0,396.0,335.0
183,1830.0,363.0,438.0,431.0,358.0
184,1840.0,400.0,432.0,402.0,112.0
185,1850.0,386.0,448.0,432.0,339.0
186,1860.0,369.0,418.0,398.0,335.0
187,1870.0,338.0,432.0,427.0,353.0
188,1880.0,409.0,433.0,402.0,144.0
189,1890.0,388.0,448.0,432.0,341.0
190,1900.0,370.0,417.0,398.0,335.0
191,1910.0,336.0,433.0,426.0,352.0
192,1920.0,368.0,419.0,402.0,321.0
193,1930.0,384.0,439.0,429.0,353.0
194,1940.0,368.0,417.0,395.0,335.0
195,1950.0,389.0,442.0,427.0,357.0
196,1960.0,374.0,417.0,398.0,336.0
197,1970.0,386.0,442.0,428.0,355.0
198,1980.0,347.0,415.0,400.0,336.0
199,1990.0,415.0,457.0,435.0,119.0
200,2000.0,373.0,420.0,400.0,322.0
201,2010.0,387.0,443.0,428.0,355.0
202,2020.0,327.0,404.0,399.0,336.0
203,2030.0,429.0,460.0,436.0,153.0
204,2040.0,378.0,420.0,401.0,321.0
205,2050.0,384.0,443.0,431.0,356.0
206,2060.0,325.0,406.0,396.0,336.0
207,2070.0,432.0,463.0,437.0,170.0
208,2080.0,377.0,422.0,401.0,325.0
209,2090.0,386.0,442.0,430.0,357.0
210,2100.0,374.0,416.0,395.0,336.0
211,2110.0,385.0,442.0,426.0,357.0
212,2120.0,371.0,415.0,394.0,336.0
213,2130.0,368.0,438.0,430.0,360.0
214,2140.0,400.0,432.0,401.0,112.0
215,2150.0,390.0,448.0,432.0,342.0
216,2160.0,372.0,420.0,398.0,336.0
217,2170.0,339.0,432.0,431.0,355.0
218,2180.0,413.0,434.0,403.0,144.0
219,2190.0,393.0,448.0,432.0,345.0
220,2200.0,375.0,419.0,398.0,336.0
221,2210.0,338.0,435.0,432.0,356.0
222,2220.0,373.0,425.0,403.0,321.0
223,2230.0,386.0,446.0,432.0,357.0
224,2240.0,374.0,418.0,398.0,336.0
225,2250.0,389.0,443.0,429.0,354.0
226,2260.0,374.0,419.0,397.0,336.0
227,2270.0,388.0,445.0,430.0,357.0
228,2280.0,352.0,416.0,400.0,336.0
229,2290.0,417.0,459.0,435.0,119.0
230,2300.0,378.0,425.0,403.0,322.0
231,2310.0,386.0,447.0,432.0,356.0
232,2320.0,327.0,406.0,397.0,336.0
233,2330.0,429.0,461.0,437.0,150.0
234,2340.0,377.0,425.0,400.0,323.0
235,2350.0,387.0,447.0,429.0,356.0
236,2360.0,327.0,415.0,397.0,335.0
237,2370.0,384.0,448.0,432.0,337.0
238,2380.0,371.0,417.0,397.0,333.0
239,2390.0,384.0,443.0,423.0,355.0
240,2400.0,364.0,411.0,391.0,331.0
241,2410.0,385.0,442.0,426.0,354.0
242,2420.0,373.0,417.0,395.0,335.0
243,2430.0,366.0,439.0,429.0,357.0
244,2440.0,396.0,432.0,400.0,101.0
245,2450.0,388.0,447.0,432.0,337.0
246,2460.0,371.0,419.0,395.0,333.0
247,2470.0,339.0,432.0,427.0,356.0
248,2480.0,411.0,433.0,401.0,144.0
249,2490.0,390.0,448.0,432.0,342.0
250,2500.0,371.0,418.0,397.0,334.0
251,2510.0,337.0,436.0,427.0,354.0
252,2520.0,370.0,422.0,401.0,320.0
253,2530.0,385.0,446.0,429.0,353.0
254,2540.0,371.0,418.0,396.0,336.0
255,2550.0,392.0,441.0,423.0,354.0
256,2560.0,370.0,417.0,392.0,335.0
257,2570.0,385.0,443.0,425.0,354.0
258,2580.0,351.0,415.0,399.0,335.0
259,2590.0,416.0,460.0,432.0,116.0
260,2600.0,372.0,421.0,395.0,320.0
261,2610.0,384.0,445.0,422.0,351.0
262,2620.0,324.0,407.0,390.0,333.0
263,2630.0,423.0,463.0,432.0,147.0
264,2640.0,374.0,425.0,397.0,321.0
265,2650.0,384.0,445.0,426.0,352.0
266,2660.0,322.0,408.0,393.0,332.0
267,2670.0,433.0,464.0,434.0,176.0
268,2680.0,377.0,426.0,399.0,323.0
269,2690.0,384.0,445.0,427.0,353.0
270,2700.0,376.0,420.0,394.0,332.0
271,2710.0,385.0,443.0,423.0,353.0
272,2720.0,369.0,417.0,394.0,333.0
273,2730.0,368.0,443.0,426.0,355.0
274,2740.0,399.0,432.0,400.0,109.0
275,2750.0,388.0,448.0,431.0,338.0
276,2760.0,370.0,419.0,396.0,331.0
277,2770.0,339.0,432.0,427.0,353.0
278,2780.0,410.0,432.0,401.0,144.0
279,2790.0,389.0,448.0,432.0,342.0
280,2800.0,373.0,417.0,396.0,331.0
281,2810.0,337.0,429.0,423.0,353.0
282,2820.0,368.0,422.0,402.0,320.0
283,2830.0,385.0,444.0,430.0,353.0
284,2840.0,371.0,416.0,397.0,335.0
285,2850.0,389.0,441.0,425.0,352.0
286,2860.0,372.0,417.0,395.0,332.0
287,2870.0,385.0,441.0,426.0,354.0
288,2880.0,355.0,415.0,398.0,336.0
289,2890.0,414.0,457.0,432.0,115.0
290,2900.0,378.0,419.0,400.0,319.0
291,2910.0,385.0,443.0,429.0,352.0
292,2920.0,324.0,403.0,397.0,335.0
293,2930.0,425.0,460.0,435.0,145.0
294,2940.0,377.0,421.0,400.0,322.0
295,2950.0,386.0,443.0,429.0,355.0
296,2960.0,323.0,402.0,397.0,335.0
297,2970.0,384.0,445.0,437.0,336.0
298,2980.0,368.0,416.0,400.0,334.0
299,2990.0,384.0,441.0,429.0,353.0
300,3000.0,373.0,415.0,395.0,333.0
301,3010.0,385.0,441.0,427.0,351.0
302,3020.0,370.0,415.0,394.0,334.0
303,3030.0,369.0,439.0,429.0,357.0
304,3040.0,400.0,429.0,401.0,111.0
305,3050.0,390.0,445.0,432.0,338.0
306,3060.0,369.0,416.0,398.0,332.0
307,3070.0,339.0,431.0,423.0,354.0
308,3080.0,409.0,432.0,401.0,142.0
309,3090.0,390.0,447.0,432.0,341.0
310,3100.0,373.0,417.0,397.0,336.0
311,3110.0,337.0,432.0,427.0,356.0
312,3120.0,369.0,421.0,400.0,320.0
313,3130.0,384.0,443.0,429.0,353.0
314,3140.0,371.0,416.0,397.0,335.0
315,3150.0,389.0,443.0,427.0,353.0
316,3160.0,371.0,416.0,396.0,333.0
317,3170.0,384.0,443.0,429.0,354.0
318,3180.0,358.0,417.0,400.0,336.0
319,3190.0,416.0,459.0,435.0,119.0
320,3200.0,374.0,423.0,401.0,320.0
321,3210.0,384.0,448.0,431.0,354.0
322,3220.0,325.0,407.0,397.0,336.0
323,3230.0,431.0,462.0,437.0,159.0
324,3240.0,375.0,421.0,401.0,323.0
325,3250.0,386.0,445.0,429.0,355.0
326,3260.0,324.0,402.0,398.0,334.0
327,3270.0,437.0,463.0,434.0,176.0
328,3280.0,378.0,423.0,400.0,322.0
329,3290.0,387.0,445.0,427.0,353.0
330,3300.0,377.0,417.0,393.0,335.0
331,3310.0,386.0,442.0,427.0,353.0
332,3320.0,370.0,418.0,397.0,336.0
333,3330.0,371.0,441.0,431.0,359.0
334,3340.0,400.0,432.0,401.0,110.0
335,3350.0,389.0,448.0,432.0,341.0
336,3360.0,370.0,417.0,399.0,335.0
337,3370.0,339.0,431.0,429.0,357.0
338,3380.0,411.0,432.0,403.0,144.0
339,3390.0,389.0,447.0,432.0,340.0
340,3400.0,372.0,417.0,399.0,333.0
341,3410.0,336.0,432.0,431.0,353.0
342,3420.0,368.0,422.0,402.0,320.0
343,3430.0,384.0,445.0,431.0,353.0
344,3440.0,371.0,418.0,399.0,336.0
345,3450.0,393.0,445.0,427.0,354.0
346,3460.0,375.0,421.0,398.0,335.0
347,3470.0,385.0,446.0,430.0,355.0
348,3480.0,355.0,419.0,399.0,336.0
349,3490.0,416.0,458.0,434.0,115.0
350,3500.0,375.0,422.0,402.0,321.0
351,3510.0,385.0,446.0,432.0,355.0
352,3520.0,326.0,405.0,399.0,336.0
353,3530.0,426.0,461.0,436.0,149.0
354,3540.0,377.0,425.0,400.0,323.0
355,3550.0,385.0,445.0,429.0,358.0
356,3560.0,325.0,409.0,398.0,337.0
357,3570.0,384.0,448.0,433.0,336.0
358,3580.0,368.0,418.0,400.0,335.0
359,3590.0,384.0,442.0,428.0,356.0
360,3600.0,373.0,418.0,394.0,332.0
361,3610.0,386.0,445.0,426.0,357.0
362,3620.0,369.0,418.0,397.0,335.0
363,3630.0,377.0,446.0,431.0,361.0
364,3640.0,399.0,432.0,402.0,112.0
365,3650.0,389.0,446.0,432.0,343.0
366,3660.0,370.0,419.0,400.0,336.0
367,3670.0,337.0,433.0,428.0,357.0
368,3680.0,409.0,434.0,403.0,144.0
369,3690.0,391.0,448.0,432.0,343.0
370,3700.0,373.0,419.0,398.0,335.0
371,3710.0,337.0,430.0,429.0,354.0
372,3720.0,368.0,423.0,404.0,320.0
373,3730.0,387.0,448.0,432.0,356.0
374,3740.0,373.0,423.0,399.0,336.0
375,3750.0,393.0,447.0,427.0,355.0
376,3760.0,372.0,419.0,395.0,336.0
377,3770.0,383.0,443.0,424.0,354.0
378,3780.0,362.0,417.0,399.0,334.0
379,3790.0,414.0,458.0,432.0,113.0
380,3800.0,372.0,419.0,399.0,321.0
381,3810.0,384.0,441.0,426.0,352.0
382,3820.0,324.0,403.0,391.0,334.0
383,3830.0,429.0,461.0,433.0,161.0
384,3840.0,377.0,420.0,399.0,321.0
385,3850.0,384.0,443.0,427.0,351.0
386,3860.0,321.0,402.0,398.0,334.0
387,3870.0,432.0,462.0,433.0,173.0
388,3880.0,375.0,422.0,399.0,320.0
389,3890.0,386.0,445.0,429.0,352.0
390,3900.0,375.0,418.0,393.0,330.0
391,3910.0,384.0,437.0,422.0,351.0
392,3920.0,369.0,414.0,391.0,336.0
393,3930.0,380.0,442.0,426.0,355.0
394,3940.0,400.0,432.0,400.0,110.0
395,3950.0,385.0,448.0,429.0,339.0
396,3960.0,368.0,419.0,394.0,333.0
397,3970.0,336.0,432.0,423.0,353.0
398,3980.0,407.0,432.0,400.0,141.0
399,3990.0,388.0,448.0,430.0,341.0
400,4000.0,370.0,417.0,395.0,335.0
401,4010.0,336.0,432.0,427.0,354.0
402,4020.0,368.0,423.0,402.0,319.0
403,4030.0,384.0,443.0,427.0,353.0
404,4040.0,369.0,417.0,395.0,335.0
405,4050.0,390.0,443.0,427.0,354.0
406,4060.0,372.0,416.0,397.0,333.0
407,4070.0,384.0,444.0,427.0,351.0
408,4080.0,368.0,415.0,400.0,335.0
409,4090.0,417.0,455.0,433.0,113.0
410,4100.0,375.0,421.0,400.0,319.0
411,4110.0,385.0,443.0,430.0,352.0
412,4120.0,325.0,403.0,395.0,335.0
413,4130.0,426.0,458.0,433.0,147.0
414,4140.0,375.0,422.0,400.0,320.0
415,4150.0,385.0,443.0,430.0,352.0
416,4160.0,324.0,403.0,397.0,333.0
417,4170.0,384.0,448.0,433.0,336.0
418,4180.0,368.0,416.0,400.0,330.0
419,4190.0,384.0,441.0,426.0,352.0
420,4200.0,374.0,416.0,393.0,331.0
421,4210.0,388.0,442.0,427.0,352.0
422,4220.0,372.0,417.0,398.0,333.0
423,4230.0,384.0,393.0,415.0,351.0
424,4240.0,400.0,419.0,400.0,108.0
425,4250.0,389.0,445.0,431.0,336.0
426,4260.0,371.0,417.0,397.0,333.0
427,4270.0,337.0,432.0,429.0,353.0
428,4280.0,407.0,432.0,403.0,139.0
429,4290.0,389.0,448.0,432.0,339.0
430,4300.0,371.0,417.0,400.0,333.0
431,4310.0,336.0,432.0,430.0,353.0
432,4320.0,368.0,422.0,402.0,316.0
433,4330.0,385.0,443.0,431.0,351.0
434,4340.0,372.0,418.0,398.0,335.0
435,4350.0,391.0,443.0,427.0,350.0
436,4360.0,371.0,417.0,397.0,332.0
437,4370.0,384.0,446.0,428.0,353.0
438,4380.0,368.0,372.0,386.0,333.0
439,4390.0,414.0,445.0,432.0,112.0
440,4400.0,374.0,419.0,400.0,318.0
441,4410.0,386.0,445.0,429.0,353.0
442,4420.0,327.0,409.0,398.0,334.0
443,4430.0,430.0,464.0,438.0,159.0
444,4440.0,377.0,427.0,403.0,321.0
445,4450.0,386.0,448.0,431.0,351.0
446,4460.0,323.0,409.0,400.0,333.0
447,4470.0,432.0,463.0,436.0,176.0
448,4480.0,379.0,421.0,400.0,322.0
449,4490.0,384.0,443.0,429.0,352.0
450,4500.0,375.0,417.0,396.0,331.0
451,4510.0,386.0,442.0,427.0,352.0
452,4520.0,372.0,416.0,395.0,331.0
453,4530.0,382.0,396.0,416.0,350.0
454,4540.0,399.0,419.0,399.0,107.0
455,4550.0,389.0,444.0,432.0,338.0
456,4560.0,371.0,417.0,399.0,330.0
457,4570.0,339.0,432.0,428.0,352.0
458,4580.0,408.0,432.0,402.0,137.0
459,4590.0,390.0,447.0,432.0,339.0
460,4600.0,373.0,419.0,399.0,331.0
461,4610.0,336.0,432.0,429.0,352.0
462,4620.0,370.0,421.0,403.0,317.0
463,4630.0,386.0,444.0,432.0,351.0
464,4640.0,374.0,417.0,396.0,334.0
465,4650.0,390.0,442.0,427.0,349.0
466,4660.0,373.0,417.0,397.0,331.0
467,4670.0,387.0,442.0,427.0,352.0
468,4680.0,369.0,373.0,385.0,331.0
469,4690.0,414.0,447.0,431.0,113.0
470,4700.0,379.0,419.0,399.0,317.0
471,4710.0,385.0,442.0,430.0,348.0
472,4720.0,326.0,406.0,395.0,333.0
473,4730.0,426.0,460.0,435.0,146.0
474,4740.0,379.0,423.0,401.0,320.0
475,4750.0,385.0,447.0,432.0,353.0
476,4760.0,324.0,409.0,400.0,335.0
477,4770.0,385.0,449.0,436.0,336.0
478,4780.0,373.0,418.0,400.0,334.0
479,4790.0,385.0,443.0,428.0,353.0
480,4800.0,377.0,419.0,398.0,332.0
481,4810.0,387.0,441.0,428.0,352.0
482,4820.0,371.0,417.0,398.0,333.0
483,4830.0,384.0,400.0,419.0,352.0
484,4840.0,399.0,419.0,400.0,107.0
485,4850.0,391.0,444.0,432.0,337.0
486,4860.0,375.0,417.0,397.0,332.0
487,4870.0,341.0,433.0,426.0,351.0
488,4880.0,411.0,432.0,402.0,142.0
489,4890.0,394.0,448.0,432.0,341.0
490,4900.0,371.0,418.0,395.0,333.0
491,4910.0,336.0,432.0,430.0,353.0
492,4920.0,369.0,421.0,402.0,318.0
493,4930.0,385.0,443.0,432.0,353.0
494,4940.0,370.0,417.0,399.0,331.0
495,4950.0,390.0,441.0,426.0,349.0
496,4960.0,371.0,418.0,397.0,331.0
497,4970.0,384.0,444.0,426.0,350.0
498,4980.0,368.0,400.0,392.0,332.0
499,4990.0,403.0,450.0,432.0,114.0
500,5000.0,375.0,419.0,400.0,319.0
501,5010.0,386.0,443.0,429.0,350.0
502,5020.0,329.0,406.0,398.0,333.0
503,5030.0,430.0,462.0,435.0,158.0
504,5040.0,378.0,422.0,400.0,319.0
505,5050.0,386.0,445.0,430.0,349.0
506,5060.0,322.0,403.0,398.0,334.0
